timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,bytes,grpThreads,allThreads,Latency,IdleTime
1782688091797,72466,Warm-Up: SELECT 1,200,OK,01 - Warm-Up 1-1,true,7,1,101,72465,0
1782688164074,196,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-47,true,11,50,101,196,0
1782688164074,197,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-48,true,11,50,101,197,0
1782688164183,93,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-15,true,11,50,101,93,0
1782688164183,94,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-23,true,11,50,101,94,0
1782688164074,205,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-1,true,11,50,101,205,0
1782688164186,97,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-44,true,11,50,101,97,0
1782688164186,97,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-42,true,11,50,101,97,0
1782688164074,210,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-34,true,11,50,101,210,0
1782688164074,210,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-49,true,11,50,101,210,0
1782688164074,211,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-35,true,11,50,101,211,0
1782688164074,211,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-46,true,11,50,101,211,0
1782688164075,222,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-42,true,11,50,101,222,0
1782688164187,111,INSERT: labresult_neil_oltp,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-37,true,11,50,101,111,0
1782688164187,114,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-11,true,11,50,101,114,0
1782688164188,113,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-26,true,11,50,101,113,0
1782688164188,114,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-12,true,11,50,101,114,0
1782688164187,116,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-16,true,11,50,101,115,0
1782688164075,228,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-39,true,11,50,101,228,0
1782688164188,115,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-9,true,11,50,101,115,0
1782688164202,103,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-13,true,11,50,101,103,0
1782688164188,117,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-18,true,11,50,101,117,0
1782688164081,225,UPDATE: memberdiagnosis lastoccurrence,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-21,true,11,50,101,225,0
1782688164203,107,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-20,true,11,50,101,107,0
1782688164202,108,INSERT: labresult_neil_oltp,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-45,true,11,50,101,108,0
1782688164189,121,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-33,true,11,50,101,121,0
1782688164202,108,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-19,true,11,50,101,108,0
1782688164202,108,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-24,true,11,50,101,108,0
1782688164202,105,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-17,true,11,50,101,105,0
1782688164203,104,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-21,true,11,50,101,104,0
1782688164189,118,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-35,true,11,50,101,118,0
1782688164202,104,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-50,true,11,50,101,104,0
1782688164081,232,UPDATE: memberdiagnosis lastoccurrence,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-45,true,11,50,101,232,0
1782688164184,129,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-48,true,11,50,101,129,0
1782688164203,110,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-46,true,11,50,101,110,0
1782688164075,238,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-50,true,11,50,101,238,0
1782688164203,110,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-16,true,11,50,101,110,0
1782688164203,111,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-31,true,11,50,101,110,0
1782688164203,111,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-34,true,11,50,101,111,0
1782688164202,112,UPDATE: labresult_neil_oltp lab_result_value,200,OK,03 - UPDATE Benchmark (50 threads x 120s) 3-18,true,11,50,101,112,0
1782688164202,111,INSERT: labresult_neil_oltp,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-38,true,11,50,101,111,0
1782688164148,166,INSERT: memberdiagnosis,200,OK,02 - INSERT Benchmark (50 threads x 120s) 2-33,true,11,50,101,166,0
